ORGAO_INTERNO;COD_TIPO;TIPO;COD_SUBELEMENTO;SUBELEMENTO
secretaria municipal de infra estrutura;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de planejamento;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal da fazenda publica;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de desenvolvimento humano;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de politicas publicas para as mulheres;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria de governo e articulacao politica;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de administracao;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de educacao;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de politicas publicas;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de juventude esporte turismo lazer;339030;material de consumo;101;combustiveis e lubrificantes automotivos
procuradoria geral do municipio;339030;material de consumo;101;combustiveis e lubrificantes automotivos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
secretaria municipal de desenvolvimento humano;339032;material, bem ou servico para distribuicao gratuita;9999;outros materiais de distribuicao gratuita
fundo municipal de assistencia social;339035;servicos de consultoria;9900;servicos de consultoria
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
secretaria municipal de infra estrutura;339092;despesas de exercicios anteriores;9950;multas e juros
secretaria municipal de infra estrutura;339092;despesas de exercicios anteriores;9950;multas e juros
secretaria municipal de infra estrutura;339092;despesas de exercicios anteriores;9950;multas e juros
secretaria municipal de infra estrutura;339092;despesas de exercicios anteriores;9950;multas e juros
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339030;material de consumo;716;material de expediente
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;449051;obras e instalacoes;9991;obras em andamento
secretaria municipal de educacao;449051;obras e instalacoes;9991;obras em andamento
procuradoria geral do municipio;339093;indenizacoes e restituicoes;9902;restituicoes
procuradoria geral do municipio;339093;indenizacoes e restituicoes;9902;restituicoes
procuradoria geral do municipio;339093;indenizacoes e restituicoes;9902;restituicoes
procuradoria geral do municipio;339093;indenizacoes e restituicoes;9902;restituicoes
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento humano;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
fundo municipal de assistencia social;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de desenvolvimento humano;339032;material, bem ou servico para distribuicao gratuita;9999;outros materiais de distribuicao gratuita
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
fundo municipal de assistencia social;339030;material de consumo;1999;outros materiais de consumo
fundo municipal de assistencia social;339036;outros servicos de terceiros - pessoa fisica;2899;manutencao e conservacao de veiculos
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;716;material de expediente
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;716;material de expediente
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;1921;material de limpeza e producao de higienizacao
secretaria municipal de educacao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;1921;material de limpeza e producao de higienizacao
secretaria municipal de educacao;339030;material de consumo;1921;material de limpeza e producao de higienizacao
secretaria municipal de educacao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de politicas publicas;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;2499;conferencias e exposicoes
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;2499;conferencias e exposicoes
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;2499;conferencias e exposicoes
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;2499;conferencias e exposicoes
secretaria municipal de comunicacao;339039;outros servicos de terceiros - pessoa juridica;5890;servicos de publicidade e propaganda
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;5890;servicos de publicidade e propaganda
secretaria municipal de administracao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de administracao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de infra estrutura;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de politicas publicas para as mulheres;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de politicas publicas;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
secretaria municipal de educacao;339030;material de consumo;716;material de expediente
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria de governo e articulacao politica;339036;outros servicos de terceiros - pessoa fisica;9599;locacao de veiculos
secretaria municipal de educacao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;319013;obrigacoes patronais;9902;contribuicoes previdenciarias - inss
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339030;material de consumo;299;generos de alimentacao
secretaria municipal de desenvolvimento humano;339030;material de consumo;1921;material de limpeza e producao de higienizacao
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;4699;manutencao e conservacao de veiculos
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;5399;servicos de telecomunicacoes
fundo municipal de assistencia social;339030;material de consumo;299;generos de alimentacao
fundo municipal de assistencia social;339030;material de consumo;1921;material de limpeza e producao de higienizacao
fundo municipal de assistencia social;339030;material de consumo;1921;material de limpeza e producao de higienizacao
fundo municipal de assistencia social;339030;material de consumo;1999;outros materiais de consumo
fundo municipal de assistencia social;339030;material de consumo;299;generos de alimentacao
fundo municipal de assistencia social;339030;material de consumo;1921;material de limpeza e producao de higienizacao
fundo municipal de assistencia social;339030;material de consumo;299;generos de alimentacao
secretaria de governo e articulacao politica;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;2499;conferencias e exposicoes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de cultura e turismo;339018;auxilio financeiro a estudantes;9900;auxilio financeiro a estudantes
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9299;entidade da administracao prestadora de servico publico
secretaria municipal de politicas publicas;339014;diarias - civil;9900;diarias - civil
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de politicas publicas;339036;outros servicos de terceiros - pessoa fisica;3899;outros servicos de pessoa fisica
secretaria municipal da fazenda publica;339040;servicos de tecnologia da informacao e comunicacao;9901;locacao de equipamentos e softwares
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;8899;multa e juros
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal da fazenda publica;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;716;material de expediente
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339030;material de consumo;1921;material de limpeza e producao de higienizacao
secretaria municipal de educacao;339030;material de consumo;1921;material de limpeza e producao de higienizacao
secretaria municipal de cultura e turismo;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;339030;material de consumo;716;material de expediente
secretaria municipal de administracao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;449052;equipamentos e material permanente;7299;maquinas e equipamentos agricolas e rodoviarios
secretaria municipal de educacao;449052;equipamentos e material permanente;6499;aparelhos e utensilios domesticos
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de educacao;449052;equipamentos e material permanente;6999;maquinas, utensilios e equipamentos diversos
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;339030;material de consumo;299;generos de alimentacao
secretaria municipal de educacao;449052;equipamentos e material permanente;6499;aparelhos e utensilios domesticos
secretaria municipal de educacao;449052;equipamentos e material permanente;6999;maquinas, utensilios e equipamentos diversos
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de comunicacao;339039;outros servicos de terceiros - pessoa juridica;5890;servicos de publicidade e propaganda
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
Secretaria Municipal de Controle Social;339014;diarias - civil;9900;diarias - civil
fundo municipal de assistencia social;339036;outros servicos de terceiros - pessoa fisica;3899;outros servicos de pessoa fisica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de politicas publicas para as mulheres;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de comunicacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de cultura e turismo;339093;indenizacoes e restituicoes;9999;outras indenizacoes e restituicoes
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de administracao;339030;material de consumo;716;material de expediente
secretaria municipal da fazenda publica;339030;material de consumo;716;material de expediente
secretaria municipal de cultura e turismo;449052;equipamentos e material permanente;7099;equipamentos de processamento de dados
